Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
US10921440B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US20190077076A1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US20190077076A1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
CN109436711A,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN109436711A,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
CN208547300U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN208547300U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
US10670729B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10670729B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US20200174136A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20200174136A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US10733653B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10733653B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US20190130353A1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US20190130353A1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US11010499B2,OTHER AREAS,ENGINEERING DESIGN/ CAD SOFTWARES,,,
US11048831B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US11048831B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),BUILDING,,,
US10712154B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10712154B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
DE102017114807A1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
DE102017114807A1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US20200160499A1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US20200160499A1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
EP3421931A1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
EP3421931A1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10581170B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10581170B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US10690775B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10690775B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US20190095752A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20190095752A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),PUBLIC SAFETY,,,
US20180357605A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20180357605A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),BUILDING,,,
US20200241142A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20200241142A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),REALITY CAPTURE,,,
US10894561B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10894561B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MINING,,,
US11017596B2,OTHER AREAS,ENGINEERING DESIGN/ CAD SOFTWARES,,,
US11002842B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US11002842B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),BUILDING,,,
US10753740B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10753740B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
IN2092DEL2012A,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
IN2092DEL2012A,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
CN208155201U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN208155201U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
US11092438B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US11092438B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US11112242B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US11112242B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
CN208075763U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN208075763U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
CN208075700U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN208075700U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
WO2018206225A1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
WO2018206225A1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US11113834B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US11113834B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US11263812B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US11263812B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN208059720U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN208059720U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
CN208059714U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN208059714U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
CN208059719U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN208059719U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
CN208045569U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN208045569U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
CN208042975U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN208042975U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
CN208043030U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN208043030U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
CN208022631U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN208022631U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN208022633U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN208022633U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN208018972U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN208018972U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN208026230U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN208026230U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US20180307222A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20180307222A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US20180299249A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20180299249A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10775503B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10775503B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10347051B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10347051B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US11105633B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US11105633B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US10609568B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10609568B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US10394980B2,OTHER AREAS,ENGINEERING DESIGN/ CAD SOFTWARES,,,
US11010506B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US11010506B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US11099257B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US11099257B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MONITORING,,,
CN207894391U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207894391U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN207894334U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207894334U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN207888308U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207888308U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN207894388U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207894388U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
CN207894623U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207894623U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10424108B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10424108B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US20200065972A1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US20200065972A1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US11127132B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US11127132B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10319142B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10319142B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
USD826074S1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
USD826074S1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
CN207637046U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207637046U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN207629405U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207629405U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN108303051A,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN108303051A,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US20180211367A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20180211367A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
CN207585568U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207585568U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN207585558U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207585558U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN207585533U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207585533U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN108247402A,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN108247402A,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10885703B2,OTHER AREAS,ENGINEERING DESIGN/ CAD SOFTWARES,,,
CN108225245B,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN108225245B,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US20210025978A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20210025978A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10820069B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10820069B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),PUBLIC SAFETY,,,
US10458792B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10458792B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
CN207487606U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207487606U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN108127263A,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN108127263A,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
JP2018087761A,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
JP2018087761A,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10535148B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10535148B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US20190375066A1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US20190375066A1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US9977841B1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9977841B1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),BUILDING,,,
US11068513B2,OTHER AREAS,ENGINEERING DESIGN/ CAD SOFTWARES,,,
CN207300080U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207300080U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
CN207300470U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207300470U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
CN207297732U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207297732U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN107966109A,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN107966109A,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US11212463B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US11212463B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US20180122091A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20180122091A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US11047810B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US11047810B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN207248042U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN207248042U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
US10640209B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10640209B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US11250529B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US11250529B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),PUBLIC SAFETY,,,
US10648791B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10648791B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10557702B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10557702B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
ZA201403271B,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
ZA201403271B,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MINING,,,
US10890446B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10890446B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10176446B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10176446B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10684359B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10684359B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10458772B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10458772B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
CN206724914U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN206724914U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
CN206724888U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN206724888U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN206724950U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN206724950U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US20170358948A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20170358948A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),PUBLIC SAFETY,,,
US10466854B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10466854B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),BUILDING,,,
US20170351646A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20170351646A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MONITORING,,,
US10228229B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10228229B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10585051B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10585051B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10247542B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10247542B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US20210257737A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20210257737A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
CN206573088U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN206573088U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
CN206573082U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN206573082U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US9933263B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9933263B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
EP3236194B1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
EP3236194B1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US20190095549A1,OTHER AREAS,ENGINEERING DESIGN/ CAD SOFTWARES,,,
USD799349S1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
USD799349S1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
US11037253B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US11037253B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MONITORING,,,
US10634771B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10634771B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
EP3225950B1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
EP3225950B1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10234272B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10234272B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10664781B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10664781B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),BUILDING,,,
US11222204B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US11222204B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),REALITY CAPTURE,,,
US10458450B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10458450B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10444361B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10444361B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US10738441B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10738441B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),BUILDING,,,
US11263372B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US11263372B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),BUILDING,,,
CN107098160B,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN107098160B,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10309764B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10309764B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10845467B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10845467B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10508914B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10508914B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
